Age,Gender,Marital_Status,Family_Members,Education,Occupation,Job_Title,Income,Current_Product,Current_Product_Type,Current_Coverage,New_Product_Type,New_Coverage,Rating,target
54.0,F,Married,4.0,MD,SPT,PG,9.752878869,Yes,INV,2000000.0,PMT,3000000.0,Warm,1
23.0,M,Single,6.0,UHS,SPT,CB,1.052318142,No,NO,0.0,END,15000000.0,Cold,0
34.0,M,Married,7.0,NE,SE,CB,1.16796558,Yes,END,4000000.0,PMT,1000000.0,Cold,1
33.0,M,Married,9.0,BD,SE,FH,1.971921436,Yes,END,15000000.0,INV,2000000.0,Cold,0
29.0,M,Single,6.0,UHS,SPT,OC,4.824204463,Yes,INV,50000.0,END,3000000.0,Hot,1
46.0,M,Married,5.0,NE,SPT,DD,1.811005643,Yes,PMT,15000000.0,TLE,1000000.0,Cold,0
56.0,M,Divorced,1.0,LHS,SFT,DD,1.938510542,No,NO,0.0,PMT,15000000.0,Cold,0
26.0,F,Married,7.0,BD,SE,FH,1.715051415,Yes,END,50000.0,TLE,15000000.0,Cold,0
47.0,M,Divorced,4.0,BD,SPT,PG,9.726507003,Yes,PMT,4000000.0,ANS,3000000.0,Warm,1
53.0,M,Divorced,4.0,MD,SE,FH,2.80545832,Yes,TLE,4000000.0,ANS,2000000.0,Cold,0
48.0,M,Married,2.0,LHS,SE,CF,2.338446781,Yes,ANS,50000.0,TLE,15000000.0,Cold,0
22.0,F,Married,9.0,BD,SE,FH,1.748942701,No,NO,0.0,ANS,1000000.0,Cold,0
24.0,F,Married,4.0,UHS,SPT,CB,1.274356674,Yes,INV,3000000.0,END,15000000.0,Cold,0
32.0,M,Married,2.0,LHS,SFT,PA,4.905980191,Yes,END,3000000.0,ANS,15000000.0,Hot,1
28.0,M,Married,2.0,BD,SE,FH,1.753028864,No,NO,0.0,INV,15000000.0,Cold,0
25.0,F,Single,1.0,BD,SPT,RR,9.08104164,No,NO,0.0,ANS,1000000.0,Hot,1
51.0,M,Married,10.0,BD,SE,FH,2.786942293,Yes,TLE,15000000.0,ANS,2000000.0,Cold,0
21.0,F,Single,1.0,LHS,SFT,OC,4.965532558,No,NO,0.0,END,4000000.0,Hot,1
45.0,F,Married,10.0,LHS,SE,DD,1.521817469,No,NO,0.0,TLE,1000000.0,Cold,0
58.0,M,Married,3.0,UHS,SPT,PA,6.460941114,Yes,ANS,3000000.0,TLE,2000000.0,Warm,1
26.0,F,Married,4.0,PD,SPT,BA,5.811290633,No,NO,0.0,PMT,1000000.0,Hot,1
49.0,M,Married,2.0,UHS,SPT,CB,1.6828355,Yes,PMT,15000000.0,TLE,1000000.0,Cold,0
50.0,F,Married,5.0,MD,SPT,PG,9.772239988,Yes,ANS,3000000.0,INV,1000000.0,Warm,0
48.0,F,Divorced,2.0,BD,SPT,PG,9.866083748,Yes,INV,1000000.0,ANS,5000000.0,Warm,1
52.0,M,Married,7.0,BD,SE,FH,2.786520711,Yes,TLE,15000000.0,ANS,15000000.0,Cold,0
37.0,M,Divorced,4.0,LHS,SE,OM,3.235172858,No,NO,0.0,TLE,1000000.0,Cold,1
52.0,F,Divorced,9.0,UHS,SE,DD,1.712500298,No,NO,0.0,PMT,15000000.0,Cold,0
36.0,F,Married,8.0,LHS,SFT,DD,1.281377593,No,NO,0.0,PMT,1000000.0,Cold,0
58.0,F,Divorced,3.0,BD,SE,FH,3.0,No,NO,0.0,TLE,15000000.0,Cold,0
24.0,F,Married,8.0,BD,SPT,BA,5.657325661,Yes,END,2000000.0,PMT,2000000.0,Hot,1
42.0,F,Married,10.0,UHS,SPT,DD,1.616166118,No,NO,0.0,ANS,1000000.0,Cold,1
25.0,M,Married,7.0,MD,SPT,PR,5.34198856,Yes,ANS,3000000.0,INV,3000000.0,Hot,1
18.0,F,Single,7.0,NE,SPT,DD,1.0,Yes,INV,1000000.0,ANS,15000000.0,Cold,0
45.0,F,Married,5.0,BD,SE,FH,2.430232238,Yes,TLE,50000.0,ANS,15000000.0,Cold,0
43.0,M,Married,2.0,LHS,SFT,OT,3.147057844,Yes,TLE,15000000.0,ANS,3000000.0,Cold,0
31.0,M,Single,9.0,BD,SE,FH,1.535990645,No,NO,0.0,INV,15000000.0,Cold,0
51.0,M,Divorced,2.0,PD,SE,FH,2.850134314,Yes,TLE,50000.0,ANS,1000000.0,Cold,0
39.0,M,Married,10.0,MD,SPT,RR,9.265239623,No,NO,0.0,INV,2000000.0,Hot,1
56.0,M,Divorced,5.0,MD,SPT,PG,9.631295081,No,NO,0.0,PMT,2000000.0,Warm,1
40.0,F,Married,5.0,BD,SPT,BA,6.057526592,No,NO,0.0,ANS,3000000.0,Hot,1
19.0,M,Married,4.0,UHS,SE,DD,1.0,No,NO,0.0,PMT,15000000.0,Cold,0
33.0,M,Married,2.0,MD,SE,FH,2.153035425,Yes,END,15000000.0,INV,15000000.0,Cold,0
50.0,F,Married,4.0,UHS,SPT,DD,1.730485413,Yes,TLE,2000000.0,PMT,1000000.0,Cold,0
37.0,M,Married,9.0,MD,SPT,RR,9.555685186,Yes,PMT,2000000.0,ANS,15000000.0,Hot,1
24.0,M,Married,6.0,UHS,SPT,DD,1.175309237,No,NO,0.0,END,1000000.0,Cold,0
35.0,M,Married,3.0,BD,SPT,RR,9.30746943,Yes,END,4000000.0,TLE,2000000.0,Hot,1
55.0,F,Married,2.0,LHS,SFT,DD,2.0,Yes,PMT,3000000.0,TLE,1000000.0,Cold,0
56.0,M,Divorced,6.0,MD,SPT,BA,7.692593779,Yes,INV,15000000.0,TLE,3000000.0,Warm,0
36.0,M,Single,1.0,UHS,SPT,OT,3.047632381,No,NO,0.0,TLE,1000000.0,Cold,0
38.0,M,Married,2.0,PD,SE,FH,2.112335298,Yes,TLE,15000000.0,ANS,1000000.0,Cold,0
46.0,M,Married,5.0,BD,SE,PG,9.668297079,No,NO,0.0,INV,15000000.0,Warm,0
53.0,M,Married,7.0,BD,SPT,RR,9.528754581,Yes,ANS,15000000.0,INV,3000000.0,Warm,0
18.0,F,Single,3.0,NE,SPT,OM,2.231055193,No,NO,0.0,ANS,15000000.0,Warm,1
41.0,F,Married,5.0,UHS,SPT,OC,6.699152589,No,NO,0.0,TLE,1000000.0,Warm,1
56.0,F,Married,4.0,BD,SE,FH,2.700468927,Yes,TLE,15000000.0,ANS,1000000.0,Cold,0
42.0,M,Divorced,1.0,MD,SPT,PR,7.007989071,Yes,ANS,15000000.0,INV,3000000.0,Warm,0
22.0,F,Divorced,2.0,BD,SPT,BA,5.621249218,No,NO,0.0,END,3000000.0,Hot,1
25.0,M,Married,3.0,BD,SE,PG,9.236180911,No,NO,0.0,TLE,15000000.0,Hot,1
55.0,F,Married,10.0,LHS,SE,DD,2.0,Yes,PMT,50000.0,TLE,15000000.0,Cold,0
28.0,F,Married,3.0,MD,SE,FH,1.65551762,No,NO,0.0,ANS,15000000.0,Cold,0
48.0,M,Married,3.0,LHS,SFT,OM,3.184195855,Yes,PMT,2000000.0,TLE,15000000.0,Cold,0
60.0,F,Married,8.0,BD,SE,FH,3.0,No,NO,0.0,TLE,2000000.0,Cold,0
34.0,F,Married,2.0,LHS,SFT,DD,1.514503597,Yes,INV,1000000.0,END,15000000.0,Cold,0
47.0,M,Married,6.0,BD,SE,FH,2.032350814,No,NO,0.0,TLE,1000000.0,Cold,0
30.0,M,Married,5.0,BD,SPT,BA,6.5211716,No,NO,0.0,PMT,15000000.0,Hot,1
57.0,F,Married,2.0,NE,SPT,DD,1.972454709,Yes,TLE,3000000.0,PMT,1000000.0,Cold,0
51.0,M,Divorced,3.0,BD,SPT,BA,8.0,Yes,ANS,15000000.0,PMT,15000000.0,Warm,0
35.0,M,Married,3.0,BD,SE,FH,2.043774483,Yes,ANS,1000000.0,TLE,1000000.0,Cold,0
46.0,M,Married,2.0,BD,SPT,RR,9.862514187,Yes,INV,15000000.0,ANS,1000000.0,Warm,0
55.0,F,Married,3.0,BD,SPT,PG,10.0,No,NO,0.0,INV,4000000.0,Warm,1
42.0,M,Married,5.0,UHS,SE,CB,1.533889761,Yes,PMT,15000000.0,ANS,15000000.0,Cold,0
22.0,M,Divorced,6.0,MD,SPT,RR,9.148464392,Yes,END,15000000.0,ANS,1000000.0,Hot,1
32.0,M,Married,3.0,BD,SE,FH,1.80898392,Yes,END,1000000.0,INV,2000000.0,Cold,0
45.0,F,Single,4.0,UHS,SE,OT,3.336648253,No,NO,0.0,TLE,15000000.0,Cold,0
19.0,M,Single,2.0,NE,SPT,CB,1.0,Yes,TLE,15000000.0,PMT,15000000.0,Cold,1
21.0,F,Single,1.0,UHS,SE,DD,1.144809922,No,NO,0.0,INV,15000000.0,Cold,0
49.0,M,Married,4.0,MD,SPT,PG,9.879870166,No,NO,0.0,ANS,15000000.0,Warm,1
25.0,M,Married,9.0,PD,SPT,BA,5.255291404,Yes,END,50000.0,PMT,2000000.0,Hot,0
29.0,M,Married,2.0,MD,SPT,RR,9.167845893,No,NO,0.0,TLE,2000000.0,Hot,1
33.0,M,Divorced,9.0,BD,SE,FH,1.925915031,Yes,END,15000000.0,INV,1000000.0,Cold,0
41.0,F,Married,2.0,BD,SPT,PG,9.155131254,Yes,INV,4000000.0,TLE,15000000.0,Warm,0
44.0,M,Divorced,5.0,BD,SE,FH,2.079454376,Yes,ANS,15000000.0,TLE,1000000.0,Cold,0
46.0,F,Divorced,5.0,PD,SE,FH,2.302500663,No,NO,0.0,TLE,1000000.0,Cold,0
51.0,F,Married,8.0,LHS,SFT,DD,1.75157895,Yes,PMT,15000000.0,TLE,1000000.0,Cold,0
25.0,M,Single,8.0,MD,SE,FH,1.5,Yes,ANS,15000000.0,END,2000000.0,Cold,0
34.0,F,Married,3.0,LHS,SE,CB,1.449326233,Yes,INV,2000000.0,PMT,1000000.0,Cold,0
25.0,F,Married,5.0,LHS,SE,DD,1.0,Yes,ANS,15000000.0,PMT,1000000.0,Cold,0
51.0,M,Married,6.0,BD,SE,FH,2.918567065,Yes,ANS,50000.0,TLE,2000000.0,Cold,0
26.0,M,Married,5.0,UHS,SPT,CB,1.110334184,Yes,END,1000000.0,PMT,15000000.0,Cold,0
32.0,F,Divorced,3.0,BD,SPT,BA,5.991704491,Yes,END,4000000.0,PMT,1000000.0,Hot,0
34.0,F,Divorced,6.0,UHS,SPT,OM,2.501662799,Yes,PMT,2000000.0,INV,15000000.0,Cold,0
58.0,F,Married,5.0,MD,SPT,PG,9.890458409,Yes,INV,15000000.0,PMT,15000000.0,Warm,0
37.0,F,Married,3.0,UHS,SE,CF,2.343712036,No,NO,0.0,TLE,1000000.0,Cold,0
51.0,F,Divorced,7.0,BD,SPT,BA,7.639983216,No,NO,0.0,ANS,4000000.0,Warm,1
56.0,M,Divorced,2.0,BD,SPT,PG,10.0,Yes,ANS,15000000.0,TLE,3000000.0,Warm,0
41.0,F,Divorced,1.0,BD,SE,FH,2.062302268,Yes,TLE,15000000.0,ANS,1000000.0,Cold,0
53.0,F,Married,10.0,MD,SE,FH,2.938789947,Yes,ANS,3000000.0,TLE,2000000.0,Cold,1
21.0,F,Single,9.0,NE,SPT,OM,2.332762406,No,NO,0.0,END,2000000.0,Warm,0
22.0,F,Married,5.0,UHS,SPT,OT,2.003334831,No,NO,0.0,INV,1000000.0,Warm,0
49.0,F,Married,2.0,LHS,SFT,OT,2.943702253,Yes,TLE,3000000.0,ANS,2000000.0,Cold,0
42.0,F,Married,3.0,PD,SPT,BA,6.775365958,Yes,TLE,3000000.0,PMT,3000000.0,Warm,0
58.0,M,Married,5.0,LHS,SE,DD,1.820799719,Yes,PMT,1000000.0,TLE,15000000.0,Cold,0
30.0,M,Married,9.0,MD,SE,FH,1.87016417,No,NO,0.0,INV,1000000.0,Cold,0
51.0,M,Divorced,7.0,BD,SE,FH,2.655360551,No,NO,0.0,ANS,1000000.0,Cold,0
39.0,M,Divorced,7.0,MD,SPT,RR,9.467285657,Yes,ANS,15000000.0,INV,2000000.0,Hot,1
53.0,M,Divorced,3.0,PD,SPT,PR,7.505288585,Yes,TLE,15000000.0,INV,4000000.0,Warm,0
44.0,F,Divorced,7.0,LHS,SE,CF,2.362474913,Yes,TLE,15000000.0,ANS,15000000.0,Cold,0
42.0,F,Married,9.0,MD,SE,FH,2.250958856,Yes,TLE,15000000.0,ANS,2000000.0,Cold,0
33.0,F,Married,6.0,MD,SPT,BA,5.946122496,No,NO,0.0,INV,4000000.0,Hot,1
33.0,M,Married,4.0,NE,SE,CB,1.178828297,No,NO,0.0,INV,15000000.0,Cold,0
57.0,F,Married,7.0,MD,SPT,RR,9.820074124,Yes,INV,15000000.0,ANS,15000000.0,Warm,0
43.0,F,Divorced,1.0,PD,SE,FH,2.357841196,No,NO,0.0,TLE,15000000.0,Cold,0
29.0,M,Divorced,4.0,MD,SPT,BA,5.941612931,No,NO,0.0,INV,4000000.0,Hot,1
27.0,M,Divorced,7.0,NE,SPT,CB,1.246158033,Yes,END,2000000.0,PMT,1000000.0,Cold,0
44.0,F,Married,10.0,MD,SPT,PG,9.533155455,No,NO,0.0,PMT,2000000.0,Warm,1
59.0,M,Married,10.0,BD,SE,FH,2.769350327,Yes,ANS,3000000.0,TLE,1000000.0,Cold,0
56.0,F,Married,9.0,PD,SE,FH,2.723519673,Yes,ANS,2000000.0,TLE,15000000.0,Cold,0
32.0,M,Married,3.0,BD,SPT,PG,9.37099898,Yes,INV,15000000.0,END,1000000.0,Hot,1
28.0,M,Married,9.0,PD,SE,FH,1.923987211,No,NO,0.0,END,15000000.0,Cold,0
41.0,M,Married,7.0,UHS,SPT,DD,1.652637525,No,NO,0.0,PMT,1000000.0,Cold,0
29.0,M,Divorced,2.0,BD,SE,FH,1.852296677,No,NO,0.0,END,15000000.0,Cold,0
25.0,M,Single,3.0,MD,SPT,RR,9.306991654,Yes,PMT,1000000.0,INV,15000000.0,Hot,1
57.0,F,Divorced,3.0,MD,SPT,PG,10.0,Yes,ANS,15000000.0,INV,2000000.0,Warm,0
37.0,F,Single,1.0,BD,SPT,BA,6.462941559,No,NO,0.0,PMT,1000000.0,Hot,1
28.0,M,Married,3.0,BD,SE,FH,1.964810349,No,NO,0.0,END,1000000.0,Cold,0
32.0,M,Married,2.0,PD,SE,PG,9.430897538,No,NO,0.0,END,2000000.0,Hot,1
23.0,M,Divorced,6.0,MD,SPT,BA,6.894228534,Yes,INV,3000000.0,PMT,1000000.0,Hot,1
43.0,M,Divorced,5.0,MD,SPT,PR,6.098363351,Yes,TLE,15000000.0,ANS,3000000.0,Warm,1
28.0,F,Divorced,6.0,UHS,SPT,OM,2.0,Yes,TLE,15000000.0,END,3000000.0,Warm,1
55.0,M,Married,4.0,BD,SPT,BA,6.527673133,Yes,PMT,15000000.0,TLE,4000000.0,Warm,0
57.0,M,Married,2.0,UHS,SPT,CB,1.695852391,Yes,PMT,50000.0,ANS,1000000.0,Cold,0
30.0,F,Single,7.0,LHS,SE,CF,2.063005678,Yes,ANS,1000000.0,INV,15000000.0,Warm,0
49.0,M,Married,2.0,PD,SE,FH,2.38979312,Yes,TLE,15000000.0,ANS,1000000.0,Cold,0
49.0,M,Married,10.0,UHS,SE,OT,3.5,No,NO,0.0,TLE,2000000.0,Cold,0
41.0,F,Married,4.0,UHS,SPT,DD,1.663563449,No,NO,0.0,TLE,15000000.0,Cold,0
42.0,M,Married,2.0,BD,SPT,BA,6.547388771,Yes,ANS,3000000.0,PMT,15000000.0,Warm,1
18.0,M,Single,3.0,NE,SPT,OT,2.0,No,NO,0.0,END,1000000.0,Warm,1
38.0,M,Divorced,2.0,PD,SE,PG,9.580428167,No,NO,0.0,INV,2000000.0,Hot,1
31.0,M,Married,2.0,BD,SE,FH,2.139611846,No,NO,0.0,INV,2000000.0,Cold,1
21.0,F,Single,1.0,UHS,SPT,OM,2.096177891,No,NO,0.0,ANS,15000000.0,Warm,0
18.0,F,Single,4.0,NE,SPT,CB,1.154118128,Yes,PMT,15000000.0,END,1000000.0,Cold,0
40.0,F,Divorced,2.0,BD,SE,FH,2.263834421,Yes,TLE,50000.0,ANS,1000000.0,Cold,0
34.0,M,Married,2.0,LHS,SE,DD,1.316853242,No,NO,0.0,TLE,1000000.0,Cold,0
33.0,M,Married,2.0,LHS,SFT,DD,1.362880851,Yes,INV,15000000.0,ANS,1000000.0,Cold,0
57.0,M,Divorced,8.0,NE,SE,CF,2.965696864,Yes,TLE,4000000.0,ANS,15000000.0,Cold,0
49.0,F,Single,2.0,BD,SPT,PG,9.814513669,No,NO,0.0,ANS,15000000.0,Warm,1
53.0,M,Married,3.0,BD,SPT,PR,7.934235515,Yes,INV,15000000.0,ANS,2000000.0,Warm,1
28.0,M,Married,5.0,MD,SE,FH,1.839761235,No,NO,0.0,TLE,2000000.0,Cold,0
36.0,M,Divorced,4.0,BD,SE,FH,2.185895536,Yes,TLE,1000000.0,ANS,15000000.0,Cold,0
46.0,M,Single,6.0,PD,SPT,PG,9.447093482,Yes,INV,15000000.0,ANS,15000000.0,Warm,0
48.0,M,Divorced,1.0,MD,SPT,PG,9.895380171,No,NO,0.0,PMT,4000000.0,Warm,1
18.0,M,Single,2.0,UHS,SPT,DD,1.0,No,NO,0.0,PMT,1000000.0,Cold,0
55.0,M,Married,8.0,PD,SPT,PG,9.958374911,Yes,ANS,15000000.0,INV,3000000.0,Warm,0
33.0,M,Divorced,7.0,PD,SPT,BA,6.620649494,No,NO,0.0,INV,2000000.0,Hot,1
27.0,F,Single,8.0,LHS,SE,DD,1.105861459,No,NO,0.0,INV,1000000.0,Cold,0
47.0,F,Married,8.0,PD,SE,FH,2.247705212,No,NO,0.0,ANS,1000000.0,Cold,0
26.0,M,Married,6.0,BD,SE,PG,9.336225436,Yes,INV,3000000.0,END,3000000.0,Hot,1
57.0,F,Married,4.0,BD,SPT,PG,9.992604867,Yes,ANS,1000000.0,INV,3000000.0,Warm,1
31.0,M,Married,2.0,NE,SE,OT,2.679849133,Yes,END,15000000.0,INV,15000000.0,Cold,0
37.0,M,Married,9.0,PD,SPT,PG,9.438199447,Yes,ANS,4000000.0,INV,5000000.0,Hot,1
48.0,F,Married,9.0,PD,SE,FH,2.466000772,No,NO,0.0,TLE,1000000.0,Cold,0
34.0,M,Married,8.0,MD,SPT,PG,9.233688279,No,NO,0.0,INV,5000000.0,Hot,1
38.0,F,Single,1.0,BD,SE,FH,2.390384369,Yes,TLE,1000000.0,ANS,15000000.0,Cold,0
18.0,M,Single,3.0,LHS,SFT,DD,1.159923898,No,NO,0.0,PMT,15000000.0,Cold,0
22.0,M,Single,7.0,PD,SE,FH,1.764965287,Yes,TLE,50000.0,END,2000000.0,Cold,0
38.0,M,Divorced,7.0,BD,SPT,PG,9.600290452,No,NO,0.0,ANS,4000000.0,Hot,1
44.0,M,Single,4.0,LHS,SFT,OT,3.5,Yes,ANS,3000000.0,TLE,2000000.0,Cold,0
24.0,M,Married,3.0,BD,SPT,PG,9.0,Yes,END,4000000.0,TLE,15000000.0,Hot,1
58.0,M,Divorced,1.0,PD,SE,PG,9.808989338,No,NO,0.0,INV,2000000.0,Warm,1
53.0,M,Married,3.0,LHS,SE,CF,2.963478758,Yes,TLE,15000000.0,ANS,2000000.0,Cold,0
55.0,F,Married,5.0,LHS,SFT,OT,3.457758361,Yes,ANS,1000000.0,TLE,2000000.0,Cold,1
52.0,M,Divorced,9.0,PD,SE,FH,2.81941355,Yes,TLE,4000000.0,ANS,15000000.0,Cold,0
31.0,M,Married,6.0,PD,SE,PG,9.373520918,Yes,END,2000000.0,INV,5000000.0,Hot,1
39.0,M,Divorced,5.0,MD,SPT,PG,9.415296474,Yes,TLE,15000000.0,INV,5000000.0,Hot,1
49.0,M,Married,6.0,PD,SPT,PR,7.833851333,No,NO,0.0,INV,2000000.0,Warm,1
34.0,M,Married,6.0,UHS,SPT,OM,2.45821664,Yes,END,15000000.0,PMT,15000000.0,Cold,0
32.0,M,Married,10.0,BD,SE,FH,1.99444838,No,NO,0.0,TLE,2000000.0,Cold,0
53.0,M,Married,9.0,PD,SE,PG,9.784726618,No,NO,0.0,INV,1000000.0,Warm,0
44.0,M,Married,2.0,MD,SPT,BA,7.644035931,Yes,ANS,15000000.0,TLE,5000000.0,Warm,0
32.0,M,Married,5.0,PD,SPT,PR,6.293037825,Yes,INV,2000000.0,ANS,2000000.0,Hot,1
43.0,F,Married,4.0,NE,SE,DD,1.391568903,Yes,PMT,15000000.0,ANS,15000000.0,Cold,0
52.0,M,Divorced,7.0,MD,SPT,PG,9.47267872,Yes,INV,15000000.0,TLE,15000000.0,Warm,0
19.0,F,Single,7.0,UHS,SPT,OM,2.080083665,No,NO,0.0,PMT,2000000.0,Warm,1
47.0,F,Married,5.0,BD,SE,FH,2.388520129,Yes,ANS,15000000.0,TLE,15000000.0,Cold,0
38.0,F,Single,6.0,MD,SE,PG,9.524351173,No,NO,0.0,INV,5000000.0,Hot,1
22.0,F,Married,2.0,MD,SE,FH,1.535773528,No,NO,0.0,END,15000000.0,Cold,0
33.0,F,Married,5.0,LHS,SE,CF,2.238141319,No,NO,0.0,END,15000000.0,Cold,0
30.0,M,Single,5.0,BD,SPT,PG,9.143988916,Yes,TLE,15000000.0,ANS,15000000.0,Hot,1
48.0,M,Married,3.0,MD,SE,FH,2.662408797,No,NO,0.0,ANS,15000000.0,Cold,0
46.0,M,Married,2.0,BD,SE,FH,2.308772097,Yes,ANS,15000000.0,TLE,1000000.0,Cold,0
24.0,M,Married,10.0,PD,SPT,PG,9.11639655,Yes,END,1000000.0,TLE,4000000.0,Hot,1
30.0,M,Married,4.0,BD,SPT,PG,9.0,No,NO,0.0,INV,15000000.0,Hot,1
60.0,M,Married,2.0,NE,SPT,CB,1.881071577,No,NO,0.0,PMT,1000000.0,Cold,0
42.0,F,Married,2.0,PD,SE,FH,2.009645902,Yes,TLE,15000000.0,ANS,15000000.0,Cold,0
38.0,F,Married,2.0,LHS,SFT,DD,1.42249843,Yes,PMT,2000000.0,TLE,15000000.0,Cold,0
25.0,M,Divorced,6.0,BD,SE,FH,1.587951344,No,NO,0.0,ANS,15000000.0,Cold,0
46.0,F,Married,8.0,BD,SE,PG,9.691115611,No,NO,0.0,ANS,3000000.0,Warm,1
33.0,M,Divorced,6.0,BD,SPT,PG,9.128487596,Yes,END,1000000.0,INV,3000000.0,Hot,1
43.0,F,Married,9.0,UHS,SPT,OT,2.994965394,Yes,TLE,15000000.0,ANS,2000000.0,Cold,0
29.0,M,Single,7.0,MD,SE,FH,1.679079283,No,NO,0.0,END,2000000.0,Cold,0
26.0,F,Married,9.0,BD,SE,FH,1.733457853,Yes,TLE,4000000.0,INV,15000000.0,Cold,0
19.0,M,Single,3.0,NE,SE,OM,2.133058337,No,NO,0.0,ANS,15000000.0,Warm,1
40.0,M,Married,3.0,LHS,SFT,DD,1.489722802,Yes,TLE,3000000.0,ANS,1000000.0,Cold,0
32.0,F,Divorced,2.0,PD,SPT,PR,5.79129542,Yes,END,3000000.0,INV,1000000.0,Hot,1
47.0,F,Married,2.0,BD,SE,FH,2.386903938,Yes,TLE,15000000.0,ANS,1000000.0,Cold,0
33.0,M,Divorced,9.0,BD,SE,FH,1.962648834,No,NO,0.0,ANS,1000000.0,Cold,0
56.0,M,Divorced,3.0,BD,SE,FH,3.0,No,NO,0.0,TLE,2000000.0,Cold,0
35.0,F,Married,5.0,BD,SPT,RR,9.372043736,Yes,INV,15000000.0,TLE,15000000.0,Hot,1
30.0,M,Single,1.0,LHS,SFT,DD,1.290331567,No,NO,0.0,PMT,15000000.0,Cold,0
36.0,M,Divorced,1.0,PD,SE,FH,1.948690779,No,NO,0.0,TLE,15000000.0,Cold,0
30.0,F,Married,7.0,MD,SPT,PR,5.647990328,Yes,END,15000000.0,INV,2000000.0,Hot,1
39.0,M,Married,2.0,BD,SPT,RR,9.663929234,Yes,ANS,15000000.0,INV,3000000.0,Hot,1
37.0,M,Married,6.0,UHS,SE,OT,3.020791042,Yes,TLE,4000000.0,ANS,1000000.0,Cold,0
59.0,M,Married,5.0,BD,SPT,PR,8.0,Yes,PMT,15000000.0,ANS,2000000.0,Warm,1
19.0,M,Single,4.0,UHS,SPT,DD,1.129639296,No,NO,0.0,END,1000000.0,Cold,0
48.0,M,Married,2.0,BD,SE,FH,2.330623109,Yes,TLE,50000.0,ANS,1000000.0,Cold,1
43.0,M,Married,7.0,BD,SPT,PR,6.400802435,No,NO,0.0,ANS,3000000.0,Warm,1
45.0,M,Married,4.0,MD,SPT,RR,9.879306455,No,NO,0.0,ANS,15000000.0,Warm,1
21.0,F,Single,2.0,NE,SE,DD,1.0,No,NO,0.0,PMT,1000000.0,Cold,1
42.0,M,Married,5.0,LHS,SFT,OT,2.597731346,Yes,ANS,2000000.0,TLE,15000000.0,Cold,0
47.0,F,Single,1.0,BD,SPT,PG,9.65694336,Yes,INV,15000000.0,PMT,1000000.0,Warm,0
39.0,M,Married,5.0,MD,SPT,PR,5.731310541,Yes,ANS,1000000.0,TLE,1000000.0,Hot,1
54.0,M,Divorced,7.0,BD,SE,FH,2.64569696,No,NO,0.0,ANS,1000000.0,Cold,0
45.0,M,Single,1.0,BD,SPT,PR,7.163658979,Yes,INV,4000000.0,ANS,2000000.0,Warm,1
46.0,F,Married,8.0,MD,SPT,PG,9.764858855,Yes,INV,3000000.0,TLE,3000000.0,Warm,1
20.0,M,Single,7.0,UHS,SPT,DD,1.0,Yes,INV,50000.0,ANS,15000000.0,Cold,0
35.0,M,Divorced,6.0,BD,SPT,PG,9.297684709,Yes,ANS,15000000.0,INV,4000000.0,Hot,1
51.0,F,Married,4.0,MD,SPT,PG,9.986557661,Yes,ANS,15000000.0,INV,1000000.0,Warm,0
53.0,F,Divorced,10.0,UHS,SE,DD,1.925807135,Yes,PMT,50000.0,ANS,1000000.0,Cold,0
21.0,F,Single,1.0,UHS,SE,OT,2.0,Yes,INV,3000000.0,END,15000000.0,Warm,0
46.0,M,Single,1.0,PD,SPT,PR,6.918783412,Yes,TLE,2000000.0,ANS,3000000.0,Warm,1
28.0,M,Married,5.0,UHS,SPT,CB,1.185102615,Yes,ANS,4000000.0,END,1000000.0,Cold,0
21.0,F,Single,4.0,NE,SE,DD,1.0,No,NO,0.0,PMT,15000000.0,Cold,0
53.0,F,Married,2.0,PD,SE,FH,2.824015341,No,NO,0.0,ANS,1000000.0,Cold,0
44.0,M,Married,3.0,LHS,SE,OT,3.215819939,Yes,ANS,4000000.0,TLE,1000000.0,Cold,0
18.0,M,Single,2.0,UHS,SPT,DD,1.0,Yes,PMT,2000000.0,ANS,1000000.0,Cold,0
39.0,M,Divorced,1.0,UHS,SPT,OM,2.73773557,Yes,TLE,4000000.0,ANS,1000000.0,Cold,0
47.0,M,Divorced,10.0,PD,SPT,RR,9.641553135,Yes,INV,4000000.0,ANS,15000000.0,Warm,1
49.0,M,Married,2.0,PD,SE,FH,2.739882064,No,NO,0.0,TLE,1000000.0,Cold,0
22.0,M,Single,6.0,PD,SE,PG,9.201415571,No,NO,0.0,TLE,5000000.0,Hot,0
34.0,M,Married,8.0,UHS,SE,CB,1.628396199,No,NO,0.0,INV,15000000.0,Cold,0
40.0,M,Divorced,3.0,MD,SE,FH,2.101104223,Yes,ANS,50000.0,TLE,15000000.0,Cold,0
50.0,M,Married,4.0,MD,SE,FH,2.727604334,Yes,ANS,50000.0,TLE,1000000.0,Cold,0
20.0,M,Married,4.0,UHS,SPT,DD,1.04258231,No,NO,0.0,INV,15000000.0,Cold,0
48.0,M,Divorced,1.0,MD,SE,FH,2.503149492,No,NO,0.0,TLE,1000000.0,Cold,0
55.0,F,Divorced,1.0,MD,SPT,PR,8.0,Yes,INV,15000000.0,ANS,1000000.0,Warm,0
32.0,M,Divorced,1.0,MD,SE,FH,1.63825219,Yes,ANS,15000000.0,INV,15000000.0,Cold,0
